text,clean_text,sentiment,source
Lossing power while your in your house alone? Not fucckinggg cool. Party at cakss!,Lossing power while your in your house alone? Not fucckinggg cool. Party at cakss!,0,tsad
Oh how i love my family.,Oh how i love my family.,2,tsad
SATS  what the its just around the corner.,SATS what the its just around the corner.,1,tsad
what am i gonna watch after BGT  bad times,what am i gonna watch after BGT bad times,0,tsad
 is a no show for lunch. Eating solo at noodles,is a no show for lunch. Eating solo at noodles,0,tsad
  Will we be able to see clips/episodes on the C4 website from America?  Or will I languish reading the news stories again?,Will we be able to see clips/episodes on the C4 website from America? Or will I languish reading the news stories again?,0,tsad
*sad face* project-m keeps crashing my itunes,*sad face* project-m keeps crashing my itunes,0,tsad
i can`t wait. 2 more days till happiness.,i can`t wait. 2 more days till happiness.,2,tsad
enjoying my new car,enjoying my new car,2,tsad
"  hey!, which song was that? I would like to listen to it","hey!, which song was that? I would like to listen to it",2,tsad
... lunch is no fun when you have nothing to eat.,... lunch is no fun when you have nothing to eat.,0,tsad
" she interviewed us on books. I was gonna say something, but she was all 'Wait, I have something to say!'","she interviewed us on books. I was gonna say something, but she was all 'Wait, I have something to say!'",1,tsad
loves John Mayer`s updates.  And modeling in the hot sun... and being sweaty... jk. But seriously...,loves John Mayer`s updates. And modeling in the hot sun... and being sweaty... jk. But seriously...,2,tsad
ipod touch: worth the money? because i`m thinking of buying one. my ipod is dead since this morning,ipod touch: worth the money? because i`m thinking of buying one. my ipod is dead since this morning,1,tsad
happy almost mother`s day,happy almost mother`s day,2,tsad
A little irked at the moment,A little irked at the moment,0,tsad
Awww that poor little girl on BGT,Awww that poor little girl on BGT,0,tsad
It`s supposed to be even hotter today than yesterday.  Wearing shorts to work.,It`s supposed to be even hotter today than yesterday. Wearing shorts to work.,1,tsad
"Had a crazy night, lost keys, walked home, missed my papi`s calls from the swizzy.    I`m sad","Had a crazy night, lost keys, walked home, missed my papi`s calls from the swizzy. I`m sad",0,tsad
av ad a realy gd day wiv Ciara Connolly at  park gate west kirby and new brighton.. fukin funny bt sunburnt.. luks like drivers arm,av ad a realy gd day wiv Ciara Connolly at park gate west kirby and new brighton.. fukin funny bt sunburnt.. luks like drivers arm,2,tsad
"...celebrated by spilling half my soup. Hello, 40 calorie lunch.    Can it be the weekend now, please?","...celebrated by spilling half my soup. Hello, 40 calorie lunch. Can it be the weekend now, please?",1,tsad
 http://twitpic.com/4j585 - Guess I need to get me an iPhone now for sure!!!  It looks bad ****!!,- Guess I need to get me an iPhone now for sure!!! It looks bad ***!!,0,tsad
"but i didnt  krystal spent the night last night..i dnt think i posted that. but ya, we laughed a lot. SQUIRREL! & HOUSE! new inside jokes.","but i didnt krystal spent the night last night..i dnt think i posted that. but ya, we laughed a lot. SQUIRREL! & HOUSE! new inside jokes.",2,tsad
I want to wish HAPPY MOTHER`S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM`S DAY TO YOU TWO!,I want to wish HAPPY MOTHER`S DAY to my two favorite moms in the world: My own mom of course and my sister!!! HAPPY MOM`S DAY TO YOU TWO!,2,tsad
" it shocked D & I, too!  Puts things in a whole new, empowering, light... now doesn`****?","it shocked D & I, too! Puts things in a whole new, empowering, light... now doesn`***?",0,tsad
  youre not supposed to...,youre not supposed to...,1,tsad
gooooodnight  i fully gave up on my english. pride and prejudice. love the movie HATE the book ;),gooodnight i fully gave up on my english. pride and prejudice. love the movie HATE the book ;),1,tsad
UP was awesome! Everyone should go see it.  But the stupid theatre didn`t show the Pixar short film.,UP was awesome! Everyone should go see it. But the stupid theatre didn`t show the Pixar short film.,1,tsad
"and egg whites, with 7 grain toast. YUP!","and egg whites, with 7 grain toast. YUP!",1,tsad
Time to turn the phone off and get a full nights sleep,Time to turn the phone off and get a full nights sleep,1,tsad
I truly praise God for my mom-the greatest mother in the world  Happy mother`s day to all of the mothers reading this. Enjoy your day!,I truly praise God for my mom-the greatest mother in the world Happy mother`s day to all of the mothers reading this. Enjoy your day!,2,tsad
 im glad  i dont have to go out...,im glad i dont have to go out...,2,tsad
"_fred6 Awww... :/ I guess that`s both good and bad, moving is not an option I guess?  Mhm, so are you, hehe ;) (we have same time?)","_fred6 Awww... :/ I guess that`s both good and bad, moving is not an option I guess? Mhm, so are you, hehe ;) (we have same time?)",1,tsad
"Enjoying my pathetic tiny music collection, while rearranging my room. Still a little tired from shortening the grass, and that one frog","Enjoying my pathetic tiny music collection, while rearranging my room. Still a little tired from shortening the grass, and that one frog",1,tsad
I love my daddy. Dad`s are so under appreciated by their daughters these days ... Not mine.,I love my daddy. Dad`s are so under appreciated by their daughters these days ... Not mine.,2,tsad
" no, im a people pleaser","no, im a people pleaser",1,tsad
"  Good eatin.   Hey, follow my son .  He`s on now","Good eatin. Hey, follow my son . He`s on now",2,tsad
" I`m hearing lots of good things about the new Trek movie. I`ll see if my Dad, 'a fellow Treky', would like to see it","I`m hearing lots of good things about the new Trek movie. I`ll see if my Dad, 'a fellow Treky', would like to see it",2,tsad
 lol! I don`t know! but you dont need the plant! I`ll give you a hug instead! Hugs!,lol! I don`t know! but you dont need the plant! I`ll give you a hug instead! Hugs!,2,tsad
 I wish I could...but I`m @ work when she`s on...,I wish I could...but I`m @ work when she`s on...,2,tsad
"? Polly Scattergood`s new single out today! Download the Please Don`t Touch EP on iTunes, it`s ace!  http://tr.im/kpK8","? Polly Scattergood`s new single out today! Download the Please Don`t Touch EP on iTunes, it`s ace!",2,tsad
"Jonas and Demi, I miss you  / NIIICK, in my soul, ASASGDYGYASDGY ?","Jonas and Demi, I miss you / NIIICK, in my soul, ASASGDYGYASDGY ?",0,tsad
 tell pete he looks sexy with a beard.,tell pete he looks sexy with a beard.,2,tsad
yay new computer to fiddle about with,yay new computer to fiddle about with,1,tsad
 I had a double cheeseburger and fries from The Golden Arches....I will be sicker than a dog tomorrow.,I had a double cheeseburger and fries from The Golden Arches...I will be sicker than a dog tomorrow.,0,tsad
 hahha I don`t do drugs though,hahha I don`t do drugs though,1,tsad
happy mother`s day to all your mom`s,happy mother`s day to all your mom`s,2,tsad
Manchester was wayyyyy to busy!  so warm today also! :`(,Manchester was wayyy to busy! so warm today also! :`(,0,tsad
Thinks my 'not girlfriend' needs to not be a douchebag right now...  i`m not in the mood to feel neglected,Thinks my 'not girlfriend' needs to not be a douchebag right now... i`m not in the mood to feel neglected,0,tsad
my baby man is 4 years old a week today  he`s growing up too fast.....,my baby man is 4 years old a week today he`s growing up too fast...,1,tsad
 oh that was said perez,oh that was said perez,1,tsad
"Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB??  I knew it would be big, but srsly...","Any Windows 7 users out there have any tips on how to make the default install NOT take up 15GB?? I knew it would be big, but srsly...",1,tsad
 I know  I think I`m like dieing!,I know I think I`m like dieing!,0,tsad
"You need to remember the data the customer has entered on previous pages when they use the back button. So, so many don`t do this","You need to remember the data the customer has entered on previous pages when they use the back button. So, so many don`t do this",1,tsad
back from sql. finals tomorrow...new video today,back from sql. finals tomorrow...new video today,1,tsad
"its a beautiful,albeit, windy at times, night in So No....","its a beautiful,albeit, windy at times, night in So No...",2,tsad
"Justin Timberlake, How You can easily become a reiki master?  at http://tinyurl.com/reiki88","Justin Timberlake, How You can easily become a reiki master? at",1,tsad
going out  I can`t do this **** anymore :`(,going out I can`t do this *** anymore :`(,0,tsad
_ i`m in bed sick atm-been sick since yesterday   hru hun?,_ i`m in bed sick atm-been sick since yesterday hru hun?,0,tsad
I can`t **** concentrate with this **** heat!  Cooler is so not doing it`s job.,I can`t *** concentrate with this *** heat! Cooler is so not doing it`s job.,0,tsad
_M Make one with something about the Charger?,_M Make one with something about the Charger?,1,tsad
workout stunk...no headphones.,workout stunk...no headphones.,1,tsad
 ur funny  gnight,ur funny gnight,2,tsad
does anyone know how to move google chrome passwords to firefox?,does anyone know how to move google chrome passwords to firefox?,1,tsad
Just had lunch w/  at Jason`s Deli... then stepped in dog poo,Just had lunch w/ at Jason`s Deli... then stepped in dog poo,1,tsad
 probably...why not!,probably...why not!,1,tsad
At the Grove for `Drag Me to Hell.` I hope that it doesn`t suck.,At the Grove for `Drag Me to Hell.` I hope that it doesn`t suck.,2,tsad
Had a nice dinner with the hubby and now on our way home  45 min drive out of the city. *sigh*,Had a nice dinner with the hubby and now on our way home 45 min drive out of the city. *sigh*,2,tsad
 when we were poor and lived in Germany it was our favourite cheap Saturday. Now we have one 20min away.,when we were poor and lived in Germany it was our favourite cheap Saturday. Now we have one 20min away.,2,tsad
" Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place","Years ago, my brother saw you and Bruce walking on the sidewalk in Sanibel. I used to live on Pine Is. Great place",2,tsad
off to work... off at 10:30....lammmeeee,off to work... off at 10:30...lammmeee,0,tsad
 Thats Not a Golf Buggy LOL it`s a Australia Zoo Buggy The staff use it to get around and give certain patrons a life,Thats Not a Golf Buggy LOL it`s a Australia Zoo Buggy The staff use it to get around and give certain patrons a life,1,tsad
11:10pm on a Saturday... you know what that means! BEDTIME!,11:10pm on a Saturday... you know what that means! BEDTIME!,1,tsad
"Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction.  A bit disapointed in CIBER and SABIP","Some of the figures quoted are so wildly optimistic, they are the stuff of science fiction. A bit disapointed in CIBER and SABIP",0,tsad
